gender,customer_type,age,type_of_travel,flight_distance,inflight_wifi_service,departure/arrival_time_convenient,ease_of_online_booking,food_and_drink,inflight_entertainment,baggage_handling,cleanliness,departure_delay_in_minutes,arrival_delay_in_minutes,satisfaction
Male,Loyal,53.0,Business travel,797.0,3.0,3.0,3.0,1.0,3.0,3.0,4.0,5.0,3.0,Satisfied
Female,Loyal,41.0,Business travel,798.0,3.0,4.0,4.0,4.0,3.0,3.0,2.0,17.0,13.0,Dissatisfied
Female,Loyal,37.0,Business travel,799.0,2.0,2.0,2.0,5.0,4.0,4.0,4.0,16.0,0.0,Satisfied
Female,Loyal,79.0,Business travel,799.0,3.0,2.0,2.0,5.0,3.0,3.0,4.0,9.0,0.0,Dissatisfied
Female,Loyal,51.0,Business travel,799.0,3.0,3.0,3.0,4.0,2.0,2.0,3.0,14.0,15.0,Satisfied
Female,Loyal,44.0,Business travel,799.0,3.0,5.0,5.0,1.0,3.0,3.0,3.0,34.0,30.0,Dissatisfied
Female,Loyal,66.0,Business travel,799.0,3.0,5.0,2.0,1.0,3.0,3.0,3.0,53.0,48.0,Dissatisfied
Female,Disloyal,25.0,Business travel,799.0,4.0,4.0,4.0,2.0,2.0,5.0,2.0,0.0,0.0,Unknown
Female,Disloyal,43.0,Business travel,799.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,41.0,47.0,Neutral
Female,Loyal,43.0,Business travel,799.0,2.0,2.0,5.0,3.0,5.0,5.0,2.0,0.0,0.0,Satisfied
Female,Disloyal,41.0,Business travel,801.0,2.0,2.0,2.0,2.0,2.0,4.0,2.0,9.0,47.0,Dissatisfied
Female,Loyal,40.0,Business travel,802.0,2.0,2.0,2.0,2.0,4.0,4.0,5.0,1.0,0.0,Satisfied
Male,Loyal,33.0,Business travel,802.0,1.0,1.0,1.0,4.0,4.0,4.0,4.0,14.0,4.0,Satisfied
Female,Disloyal,26.0,Business travel,802.0,3.0,4.0,3.0,4.0,4.0,4.0,4.0,0.0,0.0,Neutral
Male,Disloyal,27.0,Business travel,802.0,4.0,4.0,3.0,4.0,4.0,4.0,4.0,0.0,0.0,Neutral
Female,Disloyal,40.0,Business travel,802.0,1.0,1.0,3.0,4.0,4.0,4.0,4.0,0.0,0.0,Neutral
Female,Loyal,61.0,Personal Travel,802.0,2.0,5.0,1.0,4.0,3.0,3.0,4.0,0.0,0.0,Dissatisfied
Female,Loyal,55.0,Business travel,802.0,4.0,4.0,4.0,4.0,5.0,5.0,5.0,70.0,68.0,Satisfied
Male,Loyal,21.0,Personal Travel,802.0,2.0,4.0,2.0,5.0,5.0,3.0,5.0,14.0,5.0,Dissatisfied
Male,Loyal,36.0,Business travel,802.0,5.0,5.0,5.0,2.0,4.0,4.0,3.0,0.0,0.0,Satisfied
Female,Loyal,55.0,Business travel,802.0,4.0,4.0,4.0,4.0,3.0,3.0,5.0,0.0,0.0,Satisfied
Male,Disloyal,27.0,Business travel,802.0,3.0,3.0,3.0,4.0,4.0,4.0,4.0,0.0,0.0,Dissatisfied
Male,Loyal,40.0,Business travel,802.0,3.0,3.0,3.0,2.0,5.0,5.0,5.0,1.0,21.0,Satisfied
Male,Loyal,40.0,Business travel,802.0,5.0,5.0,2.0,2.0,5.0,5.0,5.0,2.0,0.0,Satisfied
Female,Loyal,43.0,Business travel,802.0,1.0,5.0,3.0,4.0,4.0,4.0,4.0,0.0,0.0,Neutral
Male,Disloyal,32.0,Business travel,802.0,1.0,1.0,1.0,4.0,4.0,5.0,4.0,0.0,0.0,Dissatisfied
Female,Loyal,53.0,Business travel,802.0,4.0,4.0,4.0,5.0,5.0,5.0,5.0,45.0,37.0,Satisfied
Male,Loyal,46.0,Business travel,802.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,0.0,0.0,Satisfied
Female,Disloyal,25.0,Business travel,802.0,2.0,4.0,3.0,5.0,5.0,5.0,5.0,0.0,0.0,Unknown
Male,Disloyal,39.0,Business travel,802.0,2.0,2.0,2.0,3.0,3.0,4.0,3.0,0.0,0.0,Satisfied
Female,Loyal,36.0,Business travel,802.0,2.0,5.0,5.0,5.0,2.0,2.0,2.0,36.0,30.0,Dissatisfied
Female,Loyal,53.0,Business travel,802.0,5.0,5.0,3.0,5.0,3.0,3.0,3.0,86.0,78.0,Satisfied
Female,Loyal,59.0,Business travel,802.0,2.0,2.0,2.0,2.0,4.0,4.0,4.0,0.0,14.0,Satisfied
Female,Loyal,43.0,Personal Travel,802.0,2.0,3.0,2.0,3.0,3.0,5.0,3.0,14.0,0.0,Unknown
Male,Loyal,49.0,Personal Travel,802.0,3.0,2.0,3.0,3.0,3.0,3.0,3.0,0.0,0.0,Dissatisfied
Male,Loyal,41.0,Business travel,802.0,2.0,2.0,1.0,3.0,5.0,5.0,5.0,58.0,58.0,Satisfied
Female,Disloyal,25.0,Business travel,802.0,5.0,4.0,5.0,2.0,2.0,5.0,2.0,0.0,0.0,Unknown
Female,Disloyal,26.0,Business travel,802.0,4.0,3.0,3.0,4.0,4.0,4.0,4.0,0.0,0.0,Satisfied
Female,Loyal,59.0,Business travel,802.0,2.0,2.0,2.0,2.0,5.0,5.0,3.0,5.0,0.0,Satisfied
Female,Loyal,56.0,Business travel,802.0,2.0,3.0,3.0,1.0,2.0,2.0,4.0,0.0,0.0,Dissatisfied
Female,Loyal,47.0,Business travel,802.0,3.0,3.0,3.0,4.0,4.0,4.0,5.0,0.0,0.0,Satisfied
Female,Loyal,54.0,Business travel,802.0,5.0,5.0,5.0,3.0,5.0,5.0,4.0,71.0,70.0,Satisfied
Female,Loyal,70.0,Personal Travel,802.0,1.0,2.0,3.0,4.0,4.0,4.0,4.0,0.0,0.0,Neutral
Female,Loyal,43.0,Business travel,802.0,3.0,3.0,3.0,4.0,5.0,5.0,4.0,29.0,34.0,Satisfied
Female,Disloyal,18.0,Business travel,1597.0,2.0,5.0,3.0,4.0,4.0,4.0,4.0,0.0,0.0,Satisfied
Female,Loyal,17.0,Personal Travel,802.0,3.0,1.0,3.0,2.0,2.0,2.0,2.0,25.0,29.0,Dissatisfied
Female,Loyal,41.0,Business travel,802.0,2.0,2.0,2.0,1.0,5.0,5.0,4.0,0.0,0.0,Satisfied
Male,Loyal,45.0,Business travel,802.0,3.0,3.0,3.0,4.0,3.0,3.0,3.0,26.0,24.0,Dissatisfied
Male,Loyal,40.0,Business travel,802.0,2.0,2.0,2.0,5.0,5.0,5.0,5.0,0.0,3.0,Satisfied
Female,Disloyal,43.0,Business travel,802.0,3.0,3.0,3.0,4.0,4.0,4.0,4.0,0.0,0.0,Neutral
Male,Loyal,30.0,Business travel,1597.0,2.0,2.0,3.0,4.0,3.0,4.0,3.0,10.0,0.0,Satisfied
Male,Loyal,51.0,Business travel,802.0,3.0,2.0,2.0,2.0,3.0,3.0,3.0,4.0,0.0,Dissatisfied
Female,Disloyal,26.0,Business travel,802.0,2.0,4.0,3.0,3.0,3.0,5.0,3.0,13.0,0.0,Satisfied
Female,Disloyal,25.0,Business travel,802.0,1.0,4.0,1.0,5.0,5.0,4.0,5.0,0.0,0.0,Unknown
Female,Loyal,40.0,Business travel,802.0,2.0,5.0,3.0,4.0,4.0,4.0,4.0,0.0,0.0,Neutral
Female,Loyal,51.0,Personal Travel,802.0,2.0,4.0,3.0,1.0,3.0,3.0,5.0,6.0,22.0,Dissatisfied
Female,Loyal,56.0,Business travel,802.0,2.0,2.0,2.0,2.0,5.0,5.0,3.0,0.0,0.0,Satisfied
Male,Loyal,52.0,Business travel,802.0,2.0,4.0,4.0,4.0,2.0,2.0,3.0,61.0,52.0,Dissatisfied
Male,Loyal,41.0,Business travel,802.0,2.0,2.0,2.0,2.0,5.0,5.0,5.0,24.0,15.0,Satisfied
Male,Disloyal,40.0,Business travel,802.0,4.0,4.0,4.0,2.0,2.0,4.0,2.0,11.0,4.0,Satisfied
Male,Loyal,52.0,Business travel,802.0,4.0,4.0,4.0,2.0,4.0,4.0,3.0,0.0,0.0,Satisfied
Male,Loyal,50.0,Business travel,802.0,2.0,2.0,2.0,5.0,4.0,4.0,3.0,0.0,0.0,Satisfied
Male,Loyal,63.0,Personal Travel,802.0,2.0,4.0,2.0,2.0,4.0,5.0,4.0,0.0,6.0,Dissatisfied
Female,Loyal,60.0,Business travel,802.0,4.0,4.0,3.0,4.0,3.0,3.0,5.0,0.0,3.0,Satisfied
Female,Loyal,40.0,Business travel,802.0,3.0,3.0,3.0,4.0,4.0,4.0,3.0,0.0,0.0,Satisfied
Female,Loyal,38.0,Personal Travel,802.0,2.0,2.0,2.0,1.0,3.0,3.0,2.0,18.0,23.0,Dissatisfied
Female,Loyal,44.0,Personal Travel,802.0,3.0,2.0,3.0,3.0,3.0,3.0,2.0,0.0,0.0,Dissatisfied
Female,Loyal,38.0,Business travel,802.0,4.0,4.0,4.0,1.0,5.0,5.0,3.0,0.0,0.0,Satisfied
Female,Loyal,39.0,Business travel,802.0,4.0,4.0,4.0,2.0,5.0,5.0,3.0,57.0,74.0,Satisfied
Male,Disloyal,37.0,Business travel,802.0,2.0,3.0,3.0,2.0,2.0,4.0,2.0,99.0,101.0,Dissatisfied
Male,Loyal,27.0,Business travel,802.0,3.0,5.0,5.0,3.0,3.0,3.0,3.0,0.0,0.0,Dissatisfied
Male,Loyal,57.0,Business travel,802.0,1.0,1.0,1.0,2.0,4.0,4.0,3.0,18.0,19.0,Satisfied
Male,Disloyal,39.0,Business travel,802.0,4.0,4.0,3.0,4.0,4.0,4.0,4.0,0.0,0.0,Neutral
Female,Loyal,43.0,Business travel,1597.0,2.0,2.0,3.0,4.0,4.0,5.0,4.0,0.0,0.0,Satisfied
Male,Loyal,60.0,Business travel,802.0,5.0,5.0,5.0,3.0,5.0,5.0,5.0,0.0,0.0,Satisfied
Female,Disloyal,26.0,Business travel,802.0,2.0,4.0,3.0,2.0,2.0,5.0,2.0,0.0,0.0,Satisfied
Female,Loyal,18.0,Business travel,1597.0,4.0,4.0,3.0,4.0,4.0,5.0,4.0,0.0,0.0,Satisfied
Male,Loyal,43.0,Business travel,802.0,3.0,1.0,1.0,2.0,3.0,3.0,3.0,0.0,0.0,Dissatisfied
Female,Loyal,22.0,Personal Travel,802.0,2.0,2.0,2.0,4.0,4.0,3.0,4.0,0.0,0.0,Dissatisfied
Female,Disloyal,27.0,Business travel,802.0,4.0,3.0,3.0,4.0,4.0,4.0,4.0,0.0,0.0,Neutral
Male,Loyal,42.0,Business travel,802.0,3.0,3.0,2.0,5.0,5.0,5.0,5.0,4.0,0.0,Satisfied
Male,Loyal,37.0,Personal Travel,802.0,3.0,4.0,3.0,1.0,1.0,1.0,4.0,27.0,46.0,Dissatisfied
Male,Loyal,32.0,Business travel,802.0,1.0,1.0,1.0,5.0,5.0,3.0,5.0,0.0,0.0,Satisfied
Male,Loyal,53.0,Business travel,802.0,2.0,2.0,2.0,4.0,3.0,3.0,5.0,0.0,0.0,Satisfied
Female,Loyal,40.0,Business travel,802.0,5.0,5.0,5.0,5.0,4.0,4.0,5.0,2.0,0.0,Satisfied
Male,Disloyal,36.0,Business travel,802.0,3.0,3.0,3.0,3.0,3.0,5.0,3.0,0.0,0.0,Dissatisfied
Female,Loyal,26.0,Business travel,802.0,4.0,4.0,4.0,5.0,5.0,1.0,5.0,3.0,0.0,Satisfied
Female,Disloyal,26.0,Business travel,802.0,3.0,4.0,3.0,2.0,2.0,4.0,2.0,0.0,0.0,Dissatisfied
Male,Loyal,59.0,Business travel,802.0,1.0,1.0,1.0,2.0,3.0,3.0,4.0,0.0,0.0,Satisfied
Female,Loyal,57.0,Business travel,802.0,5.0,4.0,4.0,1.0,5.0,5.0,4.0,0.0,0.0,Dissatisfied
Female,Disloyal,42.0,Business travel,802.0,2.0,2.0,2.0,3.0,3.0,5.0,3.0,0.0,0.0,Dissatisfied
Male,Disloyal,43.0,Business travel,802.0,5.0,5.0,5.0,2.0,2.0,4.0,2.0,34.0,4.0,Neutral
Female,Disloyal,43.0,Business travel,802.0,2.0,4.0,3.0,2.0,2.0,5.0,2.0,1.0,34.0,Neutral
Male,Loyal,52.0,Business travel,802.0,1.0,1.0,1.0,3.0,5.0,5.0,3.0,0.0,0.0,Satisfied
Male,Loyal,41.0,Business travel,802.0,3.0,3.0,3.0,3.0,4.0,4.0,5.0,83.0,92.0,Satisfied
Male,Loyal,14.0,Business travel,802.0,3.0,1.0,1.0,3.0,3.0,4.0,3.0,13.0,0.0,Dissatisfied
Male,Loyal,56.0,Business travel,802.0,2.0,2.0,2.0,2.0,5.0,5.0,3.0,11.0,4.0,Satisfied
Female,Loyal,34.0,Business travel,802.0,4.0,3.0,2.0,2.0,4.0,4.0,2.0,0.0,9.0,Dissatisfied
Male,Loyal,35.0,Business travel,802.0,2.0,2.0,2.0,5.0,4.0,4.0,3.0,0.0,0.0,Satisfied
Male,Loyal,43.0,Business travel,803.0,3.0,3.0,3.0,3.0,5.0,5.0,5.0,0.0,0.0,Satisfied
Female,Loyal,22.0,Business travel,803.0,5.0,5.0,5.0,5.0,5.0,1.0,5.0,0.0,0.0,Satisfied
Female,Loyal,46.0,Business travel,803.0,3.0,1.0,3.0,4.0,4.0,4.0,4.0,0.0,0.0,Neutral
Male,Loyal,36.0,Business travel,804.0,2.0,2.0,2.0,4.0,4.0,4.0,3.0,14.0,0.0,Satisfied
Male,Loyal,54.0,Business travel,804.0,4.0,4.0,4.0,4.0,5.0,5.0,5.0,9.0,11.0,Satisfied
Female,Loyal,68.0,Personal Travel,804.0,4.0,2.0,4.0,1.0,4.0,4.0,4.0,0.0,0.0,Satisfied
Female,Loyal,17.0,Personal Travel,804.0,1.0,1.0,1.0,5.0,5.0,3.0,5.0,27.0,19.0,Dissatisfied
Female,Loyal,41.0,Business travel,804.0,4.0,2.0,2.0,5.0,4.0,4.0,2.0,0.0,0.0,Dissatisfied
Male,Disloyal,36.0,Business travel,804.0,3.0,3.0,3.0,4.0,4.0,4.0,4.0,0.0,0.0,Neutral
Male,Loyal,49.0,Business travel,804.0,4.0,4.0,1.0,2.0,5.0,5.0,3.0,0.0,0.0,Satisfied
Female,Disloyal,24.0,Business travel,804.0,2.0,4.0,3.0,5.0,5.0,4.0,5.0,3.0,0.0,Satisfied
Male,Loyal,39.0,Business travel,804.0,5.0,3.0,5.0,3.0,1.0,1.0,3.0,4.0,0.0,Satisfied
Female,Loyal,40.0,Business travel,804.0,5.0,5.0,1.0,3.0,2.0,2.0,5.0,0.0,0.0,Satisfied
Female,Disloyal,13.0,Business travel,804.0,5.0,4.0,5.0,4.0,4.0,4.0,4.0,0.0,0.0,Satisfied
Male,Loyal,43.0,Business travel,1597.0,3.0,3.0,3.0,4.0,4.0,5.0,4.0,0.0,0.0,Satisfied
Female,Loyal,54.0,Personal Travel,804.0,1.0,4.0,1.0,1.0,2.0,2.0,3.0,48.0,54.0,Dissatisfied
Male,Disloyal,42.0,Business travel,804.0,4.0,5.0,5.0,4.0,4.0,5.0,4.0,0.0,26.0,Satisfied
Male,Loyal,43.0,Business travel,1597.0,3.0,1.0,3.0,4.0,3.0,3.0,3.0,0.0,0.0,Dissatisfied
Female,Disloyal,27.0,Business travel,805.0,2.0,4.0,3.0,4.0,4.0,4.0,4.0,0.0,0.0,Neutral
Female,Loyal,39.0,Business travel,805.0,4.0,4.0,4.0,2.0,4.0,4.0,5.0,43.0,66.0,Satisfied
Female,Loyal,35.0,Business travel,805.0,2.0,3.0,3.0,3.0,2.0,2.0,4.0,0.0,0.0,Dissatisfied
Female,Loyal,43.0,Business travel,806.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,123.0,115.0,Satisfied
Female,Loyal,42.0,Personal Travel,806.0,3.0,5.0,3.0,1.0,4.0,4.0,4.0,26.0,21.0,Dissatisfied
Female,Loyal,25.0,Business travel,806.0,5.0,5.0,5.0,4.0,4.0,4.0,4.0,0.0,0.0,Unknown
Female,Loyal,69.0,Personal Travel,806.0,2.0,1.0,2.0,4.0,2.0,2.0,3.0,0.0,0.0,Dissatisfied
Male,Loyal,38.0,Personal Travel,806.0,1.0,5.0,1.0,5.0,5.0,2.0,2.0,25.0,18.0,Dissatisfied
Male,Loyal,45.0,Business travel,806.0,5.0,5.0,5.0,2.0,4.0,4.0,5.0,0.0,20.0,Satisfied
Female,Loyal,43.0,Business travel,806.0,4.0,4.0,4.0,5.0,5.0,5.0,5.0,0.0,0.0,Satisfied
Male,Loyal,57.0,Business travel,806.0,4.0,4.0,4.0,4.0,4.0,4.0,5.0,0.0,0.0,Satisfied
Female,Loyal,17.0,Business travel,806.0,3.0,3.0,3.0,5.0,5.0,2.0,5.0,0.0,0.0,Satisfied
Male,Disloyal,43.0,Business travel,806.0,2.0,1.0,2.0,5.0,5.0,4.0,5.0,0.0,0.0,Neutral
Male,Loyal,61.0,Personal Travel,806.0,2.0,5.0,2.0,3.0,2.0,2.0,3.0,24.0,23.0,Dissatisfied
Female,Loyal,58.0,Business travel,806.0,1.0,1.0,1.0,3.0,4.0,4.0,5.0,0.0,0.0,Satisfied
Female,Loyal,46.0,Business travel,806.0,2.0,2.0,2.0,5.0,4.0,4.0,5.0,140.0,116.0,Satisfied
Male,Loyal,54.0,Business travel,808.0,3.0,3.0,3.0,4.0,5.0,5.0,4.0,172.0,177.0,Satisfied
Female,Loyal,49.0,Business travel,808.0,1.0,5.0,4.0,2.0,1.0,1.0,2.0,15.0,0.0,Dissatisfied
Female,Loyal,25.0,Business travel,808.0,3.0,3.0,3.0,3.0,3.0,4.0,3.0,0.0,0.0,Unknown
Male,Disloyal,22.0,Business travel,808.0,2.0,5.0,3.0,3.0,3.0,4.0,3.0,0.0,7.0,Satisfied
Male,Disloyal,45.0,Business travel,808.0,4.0,4.0,3.0,4.0,4.0,4.0,4.0,0.0,0.0,Neutral
Female,Disloyal,38.0,Business travel,808.0,4.0,4.0,4.0,2.0,2.0,5.0,2.0,0.0,0.0,Dissatisfied
Female,Disloyal,38.0,Business travel,808.0,2.0,3.0,3.0,4.0,4.0,5.0,4.0,0.0,0.0,Dissatisfied
Female,Loyal,43.0,Business travel,808.0,3.0,3.0,1.0,4.0,4.0,4.0,5.0,12.0,8.0,Satisfied
Female,Loyal,43.0,Business travel,808.0,3.0,2.0,3.0,4.0,4.0,4.0,4.0,0.0,0.0,Satisfied
Female,Loyal,44.0,Business travel,808.0,2.0,2.0,2.0,5.0,4.0,4.0,3.0,0.0,0.0,Satisfied
Male,Disloyal,22.0,Business travel,808.0,4.0,4.0,4.0,2.0,2.0,5.0,2.0,0.0,0.0,Satisfied
Male,Loyal,40.0,Business travel,808.0,5.0,5.0,5.0,3.0,3.0,3.0,5.0,0.0,0.0,Satisfied
Male,Disloyal,17.0,Business travel,808.0,4.0,4.0,3.0,3.0,3.0,4.0,3.0,0.0,0.0,Satisfied
Male,Loyal,38.0,Business travel,808.0,2.0,2.0,3.0,4.0,4.0,4.0,4.0,0.0,0.0,Neutral
Male,Loyal,30.0,Business travel,1597.0,2.0,2.0,3.0,4.0,3.0,5.0,3.0,10.0,0.0,Satisfied
Male,Loyal,34.0,Business travel,809.0,5.0,5.0,5.0,5.0,5.0,5.0,4.0,13.0,7.0,Satisfied
Female,Loyal,43.0,Business travel,811.0,3.0,3.0,2.0,2.0,5.0,5.0,5.0,0.0,0.0,Satisfied
Female,Loyal,53.0,Business travel,811.0,5.0,5.0,5.0,2.0,5.0,5.0,4.0,0.0,16.0,Satisfied
Female,Loyal,51.0,Business travel,811.0,5.0,5.0,2.0,2.0,4.0,4.0,3.0,0.0,0.0,Satisfied
Female,Loyal,26.0,Business travel,811.0,5.0,5.0,5.0,5.0,5.0,4.0,5.0,0.0,0.0,Satisfied
Male,Loyal,50.0,Business travel,811.0,5.0,5.0,5.0,4.0,3.0,3.0,4.0,0.0,0.0,Satisfied
Male,Loyal,46.0,Business travel,811.0,5.0,5.0,5.0,4.0,5.0,5.0,4.0,16.0,0.0,Satisfied
Female,Loyal,59.0,Business travel,812.0,2.0,2.0,2.0,4.0,2.0,2.0,4.0,0.0,3.0,Satisfied
Male,Disloyal,38.0,Business travel,812.0,4.0,4.0,4.0,2.0,2.0,4.0,2.0,19.0,21.0,Satisfied
Female,Disloyal,24.0,Business travel,812.0,2.0,4.0,3.0,2.0,2.0,4.0,2.0,0.0,0.0,Satisfied
Female,Disloyal,26.0,Business travel,812.0,2.0,2.0,2.0,4.0,4.0,5.0,4.0,0.0,0.0,Dissatisfied
Female,Loyal,38.0,Business travel,812.0,1.0,1.0,5.0,3.0,5.0,5.0,5.0,0.0,0.0,Satisfied
Male,Loyal,62.0,Business travel,812.0,3.0,3.0,3.0,4.0,3.0,3.0,2.0,0.0,14.0,Dissatisfied
Male,Loyal,32.0,Business travel,812.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,0.0,75.0,Satisfied
Male,Loyal,58.0,Personal Travel,812.0,4.0,1.0,3.0,4.0,4.0,4.0,4.0,0.0,0.0,Neutral
Male,Disloyal,32.0,Business travel,812.0,2.0,2.0,2.0,2.0,2.0,5.0,2.0,22.0,69.0,Dissatisfied
Female,Disloyal,25.0,Business travel,812.0,3.0,4.0,3.0,4.0,4.0,4.0,4.0,0.0,0.0,Unknown
Female,Loyal,33.0,Business travel,812.0,3.0,3.0,3.0,5.0,5.0,5.0,4.0,0.0,0.0,Satisfied
Male,Loyal,36.0,Business travel,812.0,3.0,3.0,3.0,5.0,1.0,1.0,3.0,0.0,0.0,Satisfied
Male,Loyal,51.0,Business travel,812.0,1.0,1.0,1.0,2.0,2.0,2.0,4.0,0.0,12.0,Satisfied
Female,Disloyal,48.0,Business travel,812.0,1.0,1.0,1.0,5.0,5.0,5.0,5.0,0.0,29.0,Dissatisfied
Male,Disloyal,30.0,Business travel,1597.0,1.0,1.0,3.0,4.0,5.0,4.0,5.0,10.0,0.0,Dissatisfied
Female,Loyal,47.0,Business travel,812.0,5.0,5.0,5.0,2.0,4.0,4.0,4.0,124.0,112.0,Satisfied
Male,Loyal,60.0,Business travel,812.0,1.0,1.0,1.0,5.0,5.0,5.0,3.0,1.0,0.0,Satisfied
Male,Loyal,33.0,Business travel,812.0,2.0,3.0,3.0,2.0,2.0,3.0,2.0,33.0,20.0,Dissatisfied
Female,Loyal,42.0,Business travel,812.0,4.0,4.0,4.0,4.0,5.0,5.0,3.0,0.0,0.0,Satisfied
Male,Loyal,58.0,Business travel,813.0,1.0,1.0,1.0,5.0,3.0,3.0,3.0,0.0,0.0,Satisfied
Female,Loyal,49.0,Business travel,813.0,1.0,1.0,1.0,4.0,4.0,4.0,5.0,0.0,0.0,Satisfied
Male,Loyal,52.0,Business travel,813.0,4.0,4.0,4.0,5.0,5.0,5.0,4.0,0.0,0.0,Satisfied
Male,Loyal,41.0,Business travel,813.0,3.0,3.0,3.0,2.0,5.0,5.0,5.0,4.0,0.0,Satisfied
Female,Loyal,43.0,Business travel,813.0,1.0,1.0,1.0,3.0,3.0,3.0,5.0,0.0,0.0,Satisfied
Female,Loyal,50.0,Business travel,813.0,4.0,4.0,4.0,4.0,3.0,3.0,4.0,0.0,0.0,Satisfied
Female,Loyal,58.0,Business travel,813.0,2.0,2.0,2.0,2.0,4.0,4.0,5.0,0.0,0.0,Satisfied
Female,Loyal,56.0,Business travel,813.0,1.0,1.0,1.0,2.0,4.0,4.0,5.0,7.0,0.0,Satisfied
Male,Loyal,53.0,Business travel,813.0,3.0,3.0,3.0,2.0,4.0,4.0,3.0,18.0,2.0,Satisfied
Female,Loyal,26.0,Business travel,813.0,3.0,5.0,3.0,4.0,4.0,5.0,4.0,0.0,0.0,Satisfied
Female,Loyal,42.0,Business travel,813.0,4.0,4.0,4.0,4.0,3.0,3.0,5.0,50.0,35.0,Satisfied
Female,Disloyal,25.0,Business travel,813.0,3.0,4.0,3.0,4.0,4.0,4.0,4.0,0.0,0.0,Unknown
Male,Loyal,39.0,Business travel,813.0,3.0,3.0,3.0,4.0,5.0,5.0,5.0,0.0,0.0,Satisfied
Female,Disloyal,25.0,Business travel,813.0,2.0,4.0,3.0,2.0,2.0,4.0,2.0,0.0,0.0,Unknown
Male,Loyal,46.0,Business travel,813.0,2.0,2.0,2.0,3.0,3.0,3.0,4.0,0.0,0.0,Satisfied
Female,Loyal,55.0,Business travel,813.0,2.0,2.0,2.0,5.0,5.0,5.0,3.0,1.0,0.0,Satisfied
Male,Disloyal,57.0,Business travel,813.0,3.0,3.0,3.0,5.0,5.0,4.0,5.0,9.0,5.0,Dissatisfied
Female,Loyal,58.0,Business travel,813.0,4.0,4.0,4.0,5.0,5.0,5.0,3.0,0.0,0.0,Satisfied
Female,Loyal,48.0,Business travel,813.0,5.0,5.0,5.0,2.0,4.0,4.0,4.0,0.0,0.0,Satisfied
Female,Loyal,25.0,Business travel,813.0,4.0,4.0,3.0,4.0,4.0,4.0,4.0,0.0,0.0,Unknown
Male,Loyal,39.0,Business travel,813.0,2.0,2.0,2.0,3.0,2.0,2.0,2.0,4.0,0.0,Dissatisfied
Female,Loyal,49.0,Business travel,813.0,1.0,1.0,3.0,5.0,4.0,4.0,4.0,20.0,1.0,Satisfied
Female,Loyal,45.0,Business travel,813.0,1.0,1.0,1.0,2.0,5.0,5.0,4.0,15.0,10.0,Satisfied
Male,Loyal,39.0,Business travel,813.0,2.0,2.0,1.0,2.0,3.0,3.0,3.0,16.0,13.0,Satisfied
Female,Disloyal,26.0,Business travel,813.0,3.0,4.0,3.0,3.0,3.0,4.0,3.0,0.0,0.0,Dissatisfied
Female,Loyal,59.0,Business travel,813.0,3.0,3.0,3.0,5.0,4.0,4.0,4.0,43.0,37.0,Satisfied
Female,Loyal,56.0,Business travel,813.0,4.0,2.0,4.0,2.0,5.0,5.0,5.0,81.0,70.0,Satisfied
Female,Disloyal,25.0,Business travel,813.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,0.0,0.0,Unknown
Male,Loyal,40.0,Business travel,813.0,3.0,3.0,3.0,4.0,2.0,2.0,4.0,12.0,7.0,Satisfied
Female,Loyal,38.0,Business travel,813.0,2.0,2.0,2.0,2.0,5.0,5.0,5.0,0.0,0.0,Satisfied
Female,Loyal,43.0,Business travel,813.0,4.0,4.0,4.0,4.0,4.0,5.0,4.0,0.0,0.0,Unknown
Female,Loyal,48.0,Business travel,813.0,2.0,2.0,2.0,4.0,4.0,4.0,5.0,0.0,0.0,Satisfied
Male,Loyal,49.0,Business travel,813.0,4.0,4.0,4.0,5.0,5.0,5.0,5.0,5.0,0.0,Satisfied
Male,Loyal,59.0,Business travel,813.0,4.0,4.0,4.0,5.0,4.0,4.0,4.0,0.0,0.0,Satisfied
Male,Disloyal,39.0,Business travel,813.0,1.0,1.0,1.0,5.0,5.0,4.0,5.0,0.0,0.0,Dissatisfied
Male,Loyal,43.0,Business travel,813.0,1.0,4.0,3.0,4.0,4.0,4.0,4.0,0.0,0.0,Neutral
Female,Loyal,42.0,Business travel,813.0,2.0,2.0,2.0,4.0,5.0,5.0,5.0,0.0,0.0,Satisfied
Male,Loyal,38.0,Business travel,813.0,4.0,2.0,3.0,4.0,4.0,4.0,4.0,0.0,0.0,Neutral
Female,Loyal,44.0,Business travel,813.0,3.0,3.0,3.0,2.0,3.0,3.0,2.0,59.0,34.0,Dissatisfied
Female,Loyal,58.0,Business travel,813.0,1.0,1.0,3.0,3.0,4.0,4.0,3.0,0.0,0.0,Satisfied
Female,Loyal,39.0,Business travel,813.0,2.0,2.0,2.0,2.0,3.0,3.0,3.0,0.0,0.0,Satisfied
Female,Loyal,48.0,Business travel,813.0,3.0,2.0,3.0,4.0,4.0,4.0,4.0,0.0,0.0,Neutral
Male,Disloyal,43.0,Business travel,813.0,3.0,3.0,3.0,2.0,2.0,4.0,2.0,0.0,0.0,Neutral
